date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:38	5102/5102	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213ee-62c1c5c8-dbad69bbe8d1d74c;gz%22	https://escritoriolucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.6.2	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min822f.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:38	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-6404fe89-ffbdb7dd406a97a3;gz%22	https://escritoriolucrativo.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.2	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min991d.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:38	36460/36460	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e6c-6404fe89-5b87cc22b24cd06c;gz%22	https://escritoriolucrativo.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.2	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min991d.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:39	6475/6475	---M-Z	200	added ('OK')	application/x-javascript	etag:%22194b-639ee0f4-8f4cb997f0c6cc25;gz%22	https://escritoriolucrativo.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:39	17823/17823	---M-Z	200	added ('OK')	application/x-javascript	etag:%22459f-639ee0f4-e2c838b3575f706a;gz%22	https://escritoriolucrativo.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:39	4910/4910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22132e-639ee0f4-3f2bb13c5405cd99;gz%22	https://escritoriolucrativo.com.br/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-includes/js/dist/hooks.min6c65.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:39	10230/10230	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227f6-639ee0f4-e3263d12cbcd8ad4;gz%22	https://escritoriolucrativo.com.br/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-includes/js/dist/i18n.mine57b.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:40	20511/20511	---M-Z	200	added ('OK')	application/x-javascript	etag:%22501f-62c1c5c8-62d230d6bb839acb;gz%22	https://escritoriolucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.6.2	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min822f.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:40	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-6404fe88-ca20923ab4e5434c;gz%22	https://escritoriolucrativo.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://elnewssss.produtoprincipal.com.br/)
21:23:40	21440/21440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253c0-639ee0f4-89c66989a4fcfeb9;gz%22	https://escritoriolucrativo.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/netin/Desktop/sites/elnewssss/escritoriolucrativo.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://elnewssss.produtoprincipal.com.br/)
